X,Y,Z,U_exact,U_approx
-0.625,0.0,0.0,0.92388,0.92388
-0.625,0.010416666666666666,0.0,0.902961,0.90296
-0.625,0.020833333333333332,0.0,0.882414,0.882414
-0.625,0.03125,0.0,0.862325,0.862325
-0.625,0.041666666666666664,0.0,0.842754,0.842755
-0.625,0.05208333333333333,0.0,0.823742,0.823743
-0.625,0.0625,0.0,0.80531,0.805312
-0.625,0.07291666666666666,0.0,0.78747,0.787473
-0.625,0.08333333333333333,0.0,0.770225,0.770228
-0.625,0.09375,0.0,0.753568,0.753571
-0.625,0.10416666666666666,0.0,0.737489,0.737493
-0.625,0.11458333333333333,0.0,0.721974,0.721978
-0.625,0.125,0.0,0.707008,0.707012
-0.625,0.13541666666666666,0.0,0.692571,0.692575
-0.625,0.14583333333333331,0.0,0.678644,0.678648
-0.625,0.15625,0.0,0.665209,0.665213
-0.625,0.16666666666666666,0.0,0.652244,0.652248
-0.625,0.17708333333333331,0.0,0.639732,0.639735
-0.625,0.1875,0.0,0.627651,0.627654
